0.05457 162.4 5.0 10.0 4.0 0.005 10.0 4.0
0.05457 162.4 6.0 10.0 4.0 0.005 10.0 4.0
0.05457 162.4 12.0 10.0 4.0 0.005 10.0 4.0
0.05457 162.4 20.0 10.0 4.0 0.005 10.0 4.0
0.05457 162.4 70.0 10.0 4.0 0.005 10.0 4.0
0.05457 233.6 0.0 10.0 4.0 0.005 10.0 4.0
0.05457 233.6 1.0 10.0 4.0 0.005 10.0 4.0
0.05457 233.6 2.0 10.0 4.0 0.005 10.0 4.0
0.05457 233.6 3.0 10.0 4.0 0.005 10.0 4.0
0.05457 233.6 4.0 10.0 4.0 0.005 10.0 4.0
0.05457 233.6 5.0 10.0 4.0 0.005 10.0 4.0
0.05457 233.6 6.0 10.0 4.0 0.005 10.0 4.0
0.05457 233.6 12.0 10.0 4.0 0.005 10.0 4.0
0.05457 233.6 20.0 10.0 4.0 0.005 10.0 4.0
0.05457 233.6 70.0 10.0 4.0 0.005 10.0 4.0
0.05457 336.0 0.0 10.0 4.0 0.005 10.0 4.0
0.05457 336.0 1.0 10.0 4.0 0.005 10.0 4.0
0.05457 336.0 2.0 10.0 4.0 0.005 10.0 4.0
0.05457 336.0 3.0 10.0 4.0 0.005 10.0 4.0
0.05457 336.0 4.0 10.0 4.0 0.005 10.0 4.0
0.05457 336.0 5.0 10.0 4.0 0.005 10.0 4.0
0.05457 336.0 6.0 10.0 4.0 0.005 10.0 4.0
0.05457 336.0 12.0 10.0 4.0 0.005 10.0 4.0
0.05457 336.0 20.0 10.0 4.0 0.005 10.0 4.0
0.05457 336.0 70.0 10.0 4.0 0.005 10.0 4.0
0.05457 483.2 0.0 10.0 4.0 0.005 10.0 4.0
0.05457 483.2 1.0 10.0 4.0 0.005 10.0 4.0
0.05457 483.2 2.0 10.0 4.0 0.005 10.0 4.0
0.05457 483.2 3.0 10.0 4.0 0.005 10.0 4.0
0.05457 483.2 4.0 10.0 4.0 0.005 10.0 4.0
0.05457 483.2 5.0 10.0 4.0 0.005 10.0 4.0
0.05457 483.2 6.0 10.0 4.0 0.005 10.0 4.0
0.05457 483.2 12.0 10.0 4.0 0.005 10.0 4.0
0.05457 483.2 20.0 10.0 4.0 0.005 10.0 4.0
0.05457 483.2 70.0 10.0 4.0 0.005 10.0 4.0
0.05457 695.0 0.0 10.0 4.0 0.005 10.0 4.0
0.05457 695.0 1.0 10.0 4.0 0.005 10.0 4.0
0.05457 695.0 2.0 10.0 4.0 0.005 10.0 4.0
0.05457 695.0 3.0 10.0 4.0 0.005 10.0 4.0
0.05457 695.0 4.0 10.0 4.0 0.005 10.0 4.0
0.05457 695.0 5.0 10.0 4.0 0.005 10.0 4.0
0.05457 695.0 6.0 10.0 4.0 0.005 10.0 4.0
0.05457 695.0 12.0 10.0 4.0 0.005 10.0 4.0
0.05457 695.0 20.0 10.0 4.0 0.005 10.0 4.0
0.05457 695.0 70.0 10.0 4.0 0.005 10.0 4.0
0.05457 1000.0 0.0 10.0 4.0 0.005 10.0 4.0
0.05457 1000.0 1.0 10.0 4.0 0.005 10.0 4.0
0.05457 1000.0 2.0 10.0 4.0 0.005 10.0 4.0
0.05457 1000.0 3.0 10.0 4.0 0.005 10.0 4.0
0.05457 1000.0 4.0 10.0 4.0 0.005 10.0 4.0
0.05457 1000.0 5.0 10.0 4.0 0.005 10.0 4.0
0.05457 1000.0 6.0 10.0 4.0 0.005 10.0 4.0
0.05457 1000.0 12.0 10.0 4.0 0.005 10.0 4.0
0.05457 1000.0 20.0 10.0 4.0 0.005 10.0 4.0
0.05457 1000.0 70.0 10.0 4.0 0.005 10.0 4.0
0.08856 1.0 0.0 10.0 4.0 0.005 10.0 4.0
0.08856 1.0 1.0 10.0 4.0 0.005 10.0 4.0
0.08856 1.0 2.0 10.0 4.0 0.005 10.0 4.0
0.08856 1.0 3.0 10.0 4.0 0.005 10.0 4.0
0.08856 1.0 4.0 10.0 4.0 0.005 10.0 4.0
0.08856 1.0 5.0 10.0 4.0 0.005 10.0 4.0
0.08856 1.0 6.0 10.0 4.0 0.005 10.0 4.0
0.08856 1.0 12.0 10.0 4.0 0.005 10.0 4.0
0.08856 1.0 20.0 10.0 4.0 0.005 10.0 4.0
0.08856 1.0 70.0 10.0 4.0 0.005 10.0 4.0
0.08856 1.438 0.0 10.0 4.0 0.005 10.0 4.0
0.08856 1.438 1.0 10.0 4.0 0.005 10.0 4.0
0.08856 1.438 2.0 10.0 4.0 0.005 10.0 4.0
0.08856 1.438 3.0 10.0 4.0 0.005 10.0 4.0
0.08856 1.438 4.0 10.0 4.0 0.005 10.0 4.0
0.08856 1.438 5.0 10.0 4.0 0.005 10.0 4.0
0.08856 1.438 6.0 10.0 4.0 0.005 10.0 4.0
0.08856 1.438 12.0 10.0 4.0 0.005 10.0 4.0
0.08856 1.438 20.0 10.0 4.0 0.005 10.0 4.0
0.08856 1.438 70.0 10.0 4.0 0.005 10.0 4.0
0.08856 2.068 0.0 10.0 4.0 0.005 10.0 4.0
0.08856 2.068 1.0 10.0 4.0 0.005 10.0 4.0
0.08856 2.068 2.0 10.0 4.0 0.005 10.0 4.0
0.08856 2.068 3.0 10.0 4.0 0.005 10.0 4.0
0.08856 2.068 4.0 10.0 4.0 0.005 10.0 4.0
0.08856 2.068 5.0 10.0 4.0 0.005 10.0 4.0
0.08856 2.068 6.0 10.0 4.0 0.005 10.0 4.0
0.08856 2.068 12.0 10.0 4.0 0.005 10.0 4.0
0.08856 2.068 20.0 10.0 4.0 0.005 10.0 4.0
0.08856 2.068 70.0 10.0 4.0 0.005 10.0 4.0
0.08856 2.977 0.0 10.0 4.0 0.005 10.0 4.0
0.08856 2.977 1.0 10.0 4.0 0.005 10.0 4.0
0.08856 2.977 2.0 10.0 4.0 0.005 10.0 4.0
0.08856 2.977 3.0 10.0 4.0 0.005 10.0 4.0
0.08856 2.977 4.0 10.0 4.0 0.005 10.0 4.0
0.08856 2.977 5.0 10.0 4.0 0.005 10.0 4.0
0.08856 2.977 6.0 10.0 4.0 0.005 10.0 4.0
0.08856 2.977 12.0 10.0 4.0 0.005 10.0 4.0
0.08856 2.977 20.0 10.0 4.0 0.005 10.0 4.0
0.08856 2.977 70.0 10.0 4.0 0.005 10.0 4.0
0.08856 4.28 0.0 10.0 4.0 0.005 10.0 4.0
0.08856 4.28 1.0 10.0 4.0 0.005 10.0 4.0
0.08856 4.28 2.0 10.0 4.0 0.005 10.0 4.0
0.08856 4.28 3.0 10.0 4.0 0.005 10.0 4.0
0.08856 4.28 4.0 10.0 4.0 0.005 10.0 4.0
0.08856 4.28 5.0 10.0 4.0 0.005 10.0 4.0
0.08856 4.28 6.0 10.0 4.0 0.005 10.0 4.0
0.08856 4.28 12.0 10.0 4.0 0.005 10.0 4.0
0.08856 4.28 20.0 10.0 4.0 0.005 10.0 4.0
0.08856 4.28 70.0 10.0 4.0 0.005 10.0 4.0
0.08856 6.16 0.0 10.0 4.0 0.005 10.0 4.0
0.08856 6.16 1.0 10.0 4.0 0.005 10.0 4.0
0.08856 6.16 2.0 10.0 4.0 0.005 10.0 4.0
0.08856 6.16 3.0 10.0 4.0 0.005 10.0 4.0
0.08856 6.16 4.0 10.0 4.0 0.005 10.0 4.0
0.08856 6.16 5.0 10.0 4.0 0.005 10.0 4.0
0.08856 6.16 6.0 10.0 4.0 0.005 10.0 4.0
0.08856 6.16 12.0 10.0 4.0 0.005 10.0 4.0
0.08856 6.16 20.0 10.0 4.0 0.005 10.0 4.0
0.08856 6.16 70.0 10.0 4.0 0.005 10.0 4.0
0.08856 8.86 0.0 10.0 4.0 0.005 10.0 4.0
0.08856 8.86 1.0 10.0 4.0 0.005 10.0 4.0
0.08856 8.86 2.0 10.0 4.0 0.005 10.0 4.0
0.08856 8.86 3.0 10.0 4.0 0.005 10.0 4.0
0.08856 8.86 4.0 10.0 4.0 0.005 10.0 4.0
0.08856 8.86 5.0 10.0 4.0 0.005 10.0 4.0
0.08856 8.86 6.0 10.0 4.0 0.005 10.0 4.0
0.08856 8.86 12.0 10.0 4.0 0.005 10.0 4.0
0.08856 8.86 20.0 10.0 4.0 0.005 10.0 4.0
0.08856 8.86 70.0 10.0 4.0 0.005 10.0 4.0
0.08856 12.74 0.0 10.0 4.0 0.005 10.0 4.0
0.08856 12.74 1.0 10.0 4.0 0.005 10.0 4.0
0.08856 12.74 2.0 10.0 4.0 0.005 10.0 4.0
0.08856 12.74 3.0 10.0 4.0 0.005 10.0 4.0
0.08856 12.74 4.0 10.0 4.0 0.005 10.0 4.0
0.08856 12.74 5.0 10.0 4.0 0.005 10.0 4.0
0.08856 12.74 6.0 10.0 4.0 0.005 10.0 4.0
0.08856 12.74 12.0 10.0 4.0 0.005 10.0 4.0
0.08856 12.74 20.0 10.0 4.0 0.005 10.0 4.0
0.08856 12.74 70.0 10.0 4.0 0.005 10.0 4.0
0.08856 18.33 0.0 10.0 4.0 0.005 10.0 4.0
0.08856 18.33 1.0 10.0 4.0 0.005 10.0 4.0
0.08856 18.33 2.0 10.0 4.0 0.005 10.0 4.0
0.08856 18.33 3.0 10.0 4.0 0.005 10.0 4.0
0.08856 18.33 4.0 10.0 4.0 0.005 10.0 4.0
0.08856 18.33 5.0 10.0 4.0 0.005 10.0 4.0
0.08856 18.33 6.0 10.0 4.0 0.005 10.0 4.0
0.08856 18.33 12.0 10.0 4.0 0.005 10.0 4.0
0.08856 18.33 20.0 10.0 4.0 0.005 10.0 4.0
0.08856 18.33 70.0 10.0 4.0 0.005 10.0 4.0
0.08856 26.36 0.0 10.0 4.0 0.005 10.0 4.0
0.08856 26.36 1.0 10.0 4.0 0.005 10.0 4.0
0.08856 26.36 2.0 10.0 4.0 0.005 10.0 4.0
0.08856 26.36 3.0 10.0 4.0 0.005 10.0 4.0
0.08856 26.36 4.0 10.0 4.0 0.005 10.0 4.0
0.08856 26.36 5.0 10.0 4.0 0.005 10.0 4.0
0.08856 26.36 6.0 10.0 4.0 0.005 10.0 4.0
0.08856 26.36 12.0 10.0 4.0 0.005 10.0 4.0
0.08856 26.36 20.0 10.0 4.0 0.005 10.0 4.0
0.08856 26.36 70.0 10.0 4.0 0.005 10.0 4.0
0.08856 37.94 0.0 10.0 4.0 0.005 10.0 4.0
0.08856 37.94 1.0 10.0 4.0 0.005 10.0 4.0
0.08856 37.94 2.0 10.0 4.0 0.005 10.0 4.0
0.08856 37.94 3.0 10.0 4.0 0.005 10.0 4.0
0.08856 37.94 4.0 10.0 4.0 0.005 10.0 4.0
0.08856 37.94 5.0 10.0 4.0 0.005 10.0 4.0
0.08856 37.94 6.0 10.0 4.0 0.005 10.0 4.0
0.08856 37.94 12.0 10.0 4.0 0.005 10.0 4.0
0.08856 37.94 20.0 10.0 4.0 0.005 10.0 4.0
0.08856 37.94 70.0 10.0 4.0 0.005 10.0 4.0
0.08856 54.56 0.0 10.0 4.0 0.005 10.0 4.0
0.08856 54.56 1.0 10.0 4.0 0.005 10.0 4.0
0.08856 54.56 2.0 10.0 4.0 0.005 10.0 4.0
0.08856 54.56 3.0 10.0 4.0 0.005 10.0 4.0
0.08856 54.56 4.0 10.0 4.0 0.005 10.0 4.0
0.08856 54.56 5.0 10.0 4.0 0.005 10.0 4.0
0.08856 54.56 6.0 10.0 4.0 0.005 10.0 4.0
0.08856 54.56 12.0 10.0 4.0 0.005 10.0 4.0
0.08856 54.56 20.0 10.0 4.0 0.005 10.0 4.0
0.08856 54.56 70.0 10.0 4.0 0.005 10.0 4.0
0.08856 78.5 0.0 10.0 4.0 0.005 10.0 4.0
0.08856 78.5 1.0 10.0 4.0 0.005 10.0 4.0
0.08856 78.5 2.0 10.0 4.0 0.005 10.0 4.0
0.08856 78.5 3.0 10.0 4.0 0.005 10.0 4.0
0.08856 78.5 4.0 10.0 4.0 0.005 10.0 4.0
0.08856 78.5 5.0 10.0 4.0 0.005 10.0 4.0
0.08856 78.5 6.0 10.0 4.0 0.005 10.0 4.0
0.08856 78.5 12.0 10.0 4.0 0.005 10.0 4.0
0.08856 78.5 20.0 10.0 4.0 0.005 10.0 4.0
0.08856 78.5 70.0 10.0 4.0 0.005 10.0 4.0
0.08856 112.9 0.0 10.0 4.0 0.005 10.0 4.0
0.08856 112.9 1.0 10.0 4.0 0.005 10.0 4.0
0.08856 112.9 2.0 10.0 4.0 0.005 10.0 4.0
0.08856 112.9 3.0 10.0 4.0 0.005 10.0 4.0
0.08856 112.9 4.0 10.0 4.0 0.005 10.0 4.0
0.08856 112.9 5.0 10.0 4.0 0.005 10.0 4.0
0.08856 112.9 6.0 10.0 4.0 0.005 10.0 4.0
0.08856 112.9 12.0 10.0 4.0 0.005 10.0 4.0
0.08856 112.9 20.0 10.0 4.0 0.005 10.0 4.0
0.08856 112.9 70.0 10.0 4.0 0.005 10.0 4.0
0.08856 162.4 0.0 10.0 4.0 0.005 10.0 4.0
0.08856 162.4 1.0 10.0 4.0 0.005 10.0 4.0
0.08856 162.4 2.0 10.0 4.0 0.005 10.0 4.0
0.08856 162.4 3.0 10.0 4.0 0.005 10.0 4.0
0.08856 162.4 4.0 10.0 4.0 0.005 10.0 4.0
0.08856 162.4 5.0 10.0 4.0 0.005 10.0 4.0
0.08856 162.4 6.0 10.0 4.0 0.005 10.0 4.0
0.08856 162.4 12.0 10.0 4.0 0.005 10.0 4.0
0.08856 162.4 20.0 10.0 4.0 0.005 10.0 4.0
0.08856 162.4 70.0 10.0 4.0 0.005 10.0 4.0
0.08856 233.6 0.0 10.0 4.0 0.005 10.0 4.0
0.08856 233.6 1.0 10.0 4.0 0.005 10.0 4.0
0.08856 233.6 2.0 10.0 4.0 0.005 10.0 4.0
0.08856 233.6 3.0 10.0 4.0 0.005 10.0 4.0
0.08856 233.6 4.0 10.0 4.0 0.005 10.0 4.0
0.08856 233.6 5.0 10.0 4.0 0.005 10.0 4.0
0.08856 233.6 6.0 10.0 4.0 0.005 10.0 4.0
0.08856 233.6 12.0 10.0 4.0 0.005 10.0 4.0
0.08856 233.6 20.0 10.0 4.0 0.005 10.0 4.0
0.08856 233.6 70.0 10.0 4.0 0.005 10.0 4.0
0.08856 336.0 0.0 10.0 4.0 0.005 10.0 4.0
0.08856 336.0 1.0 10.0 4.0 0.005 10.0 4.0
0.08856 336.0 2.0 10.0 4.0 0.005 10.0 4.0
0.08856 336.0 3.0 10.0 4.0 0.005 10.0 4.0
0.08856 336.0 4.0 10.0 4.0 0.005 10.0 4.0
0.08856 336.0 5.0 10.0 4.0 0.005 10.0 4.0
0.08856 336.0 6.0 10.0 4.0 0.005 10.0 4.0
0.08856 336.0 12.0 10.0 4.0 0.005 10.0 4.0
0.08856 336.0 20.0 10.0 4.0 0.005 10.0 4.0
0.08856 336.0 70.0 10.0 4.0 0.005 10.0 4.0
0.08856 483.2 0.0 10.0 4.0 0.005 10.0 4.0
0.08856 483.2 1.0 10.0 4.0 0.005 10.0 4.0
0.08856 483.2 2.0 10.0 4.0 0.005 10.0 4.0
0.08856 483.2 3.0 10.0 4.0 0.005 10.0 4.0
0.08856 483.2 4.0 10.0 4.0 0.005 10.0 4.0
0.08856 483.2 5.0 10.0 4.0 0.005 10.0 4.0
0.08856 483.2 6.0 10.0 4.0 0.005 10.0 4.0
0.08856 483.2 12.0 10.0 4.0 0.005 10.0 4.0
0.08856 483.2 20.0 10.0 4.0 0.005 10.0 4.0
0.08856 483.2 70.0 10.0 4.0 0.005 10.0 4.0
0.08856 695.0 0.0 10.0 4.0 0.005 10.0 4.0
0.08856 695.0 1.0 10.0 4.0 0.005 10.0 4.0
0.08856 695.0 2.0 10.0 4.0 0.005 10.0 4.0
0.08856 695.0 3.0 10.0 4.0 0.005 10.0 4.0
0.08856 695.0 4.0 10.0 4.0 0.005 10.0 4.0
0.08856 695.0 5.0 10.0 4.0 0.005 10.0 4.0
0.08856 695.0 6.0 10.0 4.0 0.005 10.0 4.0
0.08856 695.0 12.0 10.0 4.0 0.005 10.0 4.0
0.08856 695.0 20.0 10.0 4.0 0.005 10.0 4.0
0.08856 695.0 70.0 10.0 4.0 0.005 10.0 4.0
0.08856 1000.0 0.0 10.0 4.0 0.005 10.0 4.0
0.08856 1000.0 1.0 10.0 4.0 0.005 10.0 4.0
0.08856 1000.0 2.0 10.0 4.0 0.005 10.0 4.0
0.08856 1000.0 3.0 10.0 4.0 0.005 10.0 4.0
0.08856 1000.0 4.0 10.0 4.0 0.005 10.0 4.0
0.08856 1000.0 5.0 10.0 4.0 0.005 10.0 4.0
0.08856 1000.0 6.0 10.0 4.0 0.005 10.0 4.0
0.08856 1000.0 12.0 10.0 4.0 0.005 10.0 4.0
0.08856 1000.0 20.0 10.0 4.0 0.005 10.0 4.0
0.08856 1000.0 70.0 10.0 4.0 0.005 10.0 4.0
0.1438 1.0 0.0 10.0 4.0 0.005 10.0 4.0
0.1438 1.0 1.0 10.0 4.0 0.005 10.0 4.0
0.1438 1.0 2.0 10.0 4.0 0.005 10.0 4.0
0.1438 1.0 3.0 10.0 4.0 0.005 10.0 4.0
0.1438 1.0 4.0 10.0 4.0 0.005 10.0 4.0
0.1438 1.0 5.0 10.0 4.0 0.005 10.0 4.0
0.1438 1.0 6.0 10.0 4.0 0.005 10.0 4.0
0.1438 1.0 12.0 10.0 4.0 0.005 10.0 4.0
0.1438 1.0 20.0 10.0 4.0 0.005 10.0 4.0
0.1438 1.0 70.0 10.0 4.0 0.005 10.0 4.0
0.1438 1.438 0.0 10.0 4.0 0.005 10.0 4.0
0.1438 1.438 1.0 10.0 4.0 0.005 10.0 4.0
0.1438 1.438 2.0 10.0 4.0 0.005 10.0 4.0
0.1438 1.438 3.0 10.0 4.0 0.005 10.0 4.0
0.1438 1.438 4.0 10.0 4.0 0.005 10.0 4.0
0.1438 1.438 5.0 10.0 4.0 0.005 10.0 4.0
0.1438 1.438 6.0 10.0 4.0 0.005 10.0 4.0
0.1438 1.438 12.0 10.0 4.0 0.005 10.0 4.0
0.1438 1.438 20.0 10.0 4.0 0.005 10.0 4.0
0.1438 1.438 70.0 10.0 4.0 0.005 10.0 4.0
0.1438 2.068 0.0 10.0 4.0 0.005 10.0 4.0
0.1438 2.068 1.0 10.0 4.0 0.005 10.0 4.0
0.1438 2.068 2.0 10.0 4.0 0.005 10.0 4.0
0.1438 2.068 3.0 10.0 4.0 0.005 10.0 4.0
0.1438 2.068 4.0 10.0 4.0 0.005 10.0 4.0
0.1438 2.068 5.0 10.0 4.0 0.005 10.0 4.0
0.1438 2.068 6.0 10.0 4.0 0.005 10.0 4.0
0.1438 2.068 12.0 10.0 4.0 0.005 10.0 4.0
0.1438 2.068 20.0 10.0 4.0 0.005 10.0 4.0
0.1438 2.068 70.0 10.0 4.0 0.005 10.0 4.0
0.1438 2.977 0.0 10.0 4.0 0.005 10.0 4.0
0.1438 2.977 1.0 10.0 4.0 0.005 10.0 4.0
0.1438 2.977 2.0 10.0 4.0 0.005 10.0 4.0
0.1438 2.977 3.0 10.0 4.0 0.005 10.0 4.0
0.1438 2.977 4.0 10.0 4.0 0.005 10.0 4.0
0.1438 2.977 5.0 10.0 4.0 0.005 10.0 4.0
0.1438 2.977 6.0 10.0 4.0 0.005 10.0 4.0
0.1438 2.977 12.0 10.0 4.0 0.005 10.0 4.0
0.1438 2.977 20.0 10.0 4.0 0.005 10.0 4.0
0.1438 2.977 70.0 10.0 4.0 0.005 10.0 4.0
0.1438 4.28 0.0 10.0 4.0 0.005 10.0 4.0
0.1438 4.28 1.0 10.0 4.0 0.005 10.0 4.0
0.1438 4.28 2.0 10.0 4.0 0.005 10.0 4.0
0.1438 4.28 3.0 10.0 4.0 0.005 10.0 4.0
0.1438 4.28 4.0 10.0 4.0 0.005 10.0 4.0
0.1438 4.28 5.0 10.0 4.0 0.005 10.0 4.0
0.1438 4.28 6.0 10.0 4.0 0.005 10.0 4.0
0.1438 4.28 12.0 10.0 4.0 0.005 10.0 4.0
0.1438 4.28 20.0 10.0 4.0 0.005 10.0 4.0
0.1438 4.28 70.0 10.0 4.0 0.005 10.0 4.0
0.1438 6.16 0.0 10.0 4.0 0.005 10.0 4.0
0.1438 6.16 1.0 10.0 4.0 0.005 10.0 4.0
0.1438 6.16 2.0 10.0 4.0 0.005 10.0 4.0
0.1438 6.16 3.0 10.0 4.0 0.005 10.0 4.0
0.1438 6.16 4.0 10.0 4.0 0.005 10.0 4.0
0.1438 6.16 5.0 10.0 4.0 0.005 10.0 4.0
0.1438 6.16 6.0 10.0 4.0 0.005 10.0 4.0
0.1438 6.16 12.0 10.0 4.0 0.005 10.0 4.0
0.1438 6.16 20.0 10.0 4.0 0.005 10.0 4.0
0.1438 6.16 70.0 10.0 4.0 0.005 10.0 4.0
0.1438 8.86 0.0 10.0 4.0 0.005 10.0 4.0
0.1438 8.86 1.0 10.0 4.0 0.005 10.0 4.0
0.1438 8.86 2.0 10.0 4.0 0.005 10.0 4.0
0.1438 8.86 3.0 10.0 4.0 0.005 10.0 4.0
0.1438 8.86 4.0 10.0 4.0 0.005 10.0 4.0
0.1438 8.86 5.0 10.0 4.0 0.005 10.0 4.0
0.1438 8.86 6.0 10.0 4.0 0.005 10.0 4.0
0.1438 8.86 12.0 10.0 4.0 0.005 10.0 4.0
0.1438 8.86 20.0 10.0 4.0 0.005 10.0 4.0
0.1438 8.86 70.0 10.0 4.0 0.005 10.0 4.0
0.1438 12.74 0.0 10.0 4.0 0.005 10.0 4.0
0.1438 12.74 1.0 10.0 4.0 0.005 10.0 4.0
0.1438 12.74 2.0 10.0 4.0 0.005 10.0 4.0
0.1438 12.74 3.0 10.0 4.0 0.005 10.0 4.0
0.1438 12.74 4.0 10.0 4.0 0.005 10.0 4.0
0.1438 12.74 5.0 10.0 4.0 0.005 10.0 4.0
0.1438 12.74 6.0 10.0 4.0 0.005 10.0 4.0
0.1438 12.74 12.0 10.0 4.0 0.005 10.0 4.0
0.1438 12.74 20.0 10.0 4.0 0.005 10.0 4.0
0.1438 12.74 70.0 10.0 4.0 0.005 10.0 4.0
0.1438 18.33 0.0 10.0 4.0 0.005 10.0 4.0
0.1438 18.33 1.0 10.0 4.0 0.005 10.0 4.0
0.1438 18.33 2.0 10.0 4.0 0.005 10.0 4.0
0.1438 18.33 3.0 10.0 4.0 0.005 10.0 4.0
0.1438 18.33 4.0 10.0 4.0 0.005 10.0 4.0
0.1438 18.33 5.0 10.0 4.0 0.005 10.0 4.0
0.1438 18.33 6.0 10.0 4.0 0.005 10.0 4.0
0.1438 18.33 12.0 10.0 4.0 0.005 10.0 4.0
0.1438 18.33 20.0 10.0 4.0 0.005 10.0 4.0
0.1438 18.33 70.0 10.0 4.0 0.005 10.0 4.0
0.1438 26.36 0.0 10.0 4.0 0.005 10.0 4.0
0.1438 26.36 1.0 10.0 4.0 0.005 10.0 4.0
0.1438 26.36 2.0 10.0 4.0 0.005 10.0 4.0
0.1438 26.36 3.0 10.0 4.0 0.005 10.0 4.0
0.1438 26.36 4.0 10.0 4.0 0.005 10.0 4.0
0.1438 26.36 5.0 10.0 4.0 0.005 10.0 4.0
0.1438 26.36 6.0 10.0 4.0 0.005 10.0 4.0
0.1438 26.36 12.0 10.0 4.0 0.005 10.0 4.0
0.1438 26.36 20.0 10.0 4.0 0.005 10.0 4.0
0.1438 26.36 70.0 10.0 4.0 0.005 10.0 4.0
0.1438 37.94 0.0 10.0 4.0 0.005 10.0 4.0
0.1438 37.94 1.0 10.0 4.0 0.005 10.0 4.0
0.1438 37.94 2.0 10.0 4.0 0.005 10.0 4.0
0.1438 37.94 3.0 10.0 4.0 0.005 10.0 4.0
0.1438 37.94 4.0 10.0 4.0 0.005 10.0 4.0
0.1438 37.94 5.0 10.0 4.0 0.005 10.0 4.0
0.1438 37.94 6.0 10.0 4.0 0.005 10.0 4.0
0.1438 37.94 12.0 10.0 4.0 0.005 10.0 4.0
0.1438 37.94 20.0 10.0 4.0 0.005 10.0 4.0
0.1438 37.94 70.0 10.0 4.0 0.005 10.0 4.0
0.1438 54.56 0.0 10.0 4.0 0.005 10.0 4.0
0.1438 54.56 1.0 10.0 4.0 0.005 10.0 4.0
0.1438 54.56 2.0 10.0 4.0 0.005 10.0 4.0
0.1438 54.56 3.0 10.0 4.0 0.005 10.0 4.0
0.1438 54.56 4.0 10.0 4.0 0.005 10.0 4.0
0.1438 54.56 5.0 10.0 4.0 0.005 10.0 4.0
0.1438 54.56 6.0 10.0 4.0 0.005 10.0 4.0
0.1438 54.56 12.0 10.0 4.0 0.005 10.0 4.0
0.1438 54.56 20.0 10.0 4.0 0.005 10.0 4.0
0.1438 54.56 70.0 10.0 4.0 0.005 10.0 4.0
0.1438 78.5 0.0 10.0 4.0 0.005 10.0 4.0
0.1438 78.5 1.0 10.0 4.0 0.005 10.0 4.0
0.1438 78.5 2.0 10.0 4.0 0.005 10.0 4.0
0.1438 78.5 3.0 10.0 4.0 0.005 10.0 4.0
0.1438 78.5 4.0 10.0 4.0 0.005 10.0 4.0
0.1438 78.5 5.0 10.0 4.0 0.005 10.0 4.0
0.1438 78.5 6.0 10.0 4.0 0.005 10.0 4.0
0.1438 78.5 12.0 10.0 4.0 0.005 10.0 4.0
0.1438 78.5 20.0 10.0 4.0 0.005 10.0 4.0
0.1438 78.5 70.0 10.0 4.0 0.005 10.0 4.0
0.1438 112.9 0.0 10.0 4.0 0.005 10.0 4.0
0.1438 112.9 1.0 10.0 4.0 0.005 10.0 4.0
0.1438 112.9 2.0 10.0 4.0 0.005 10.0 4.0
0.1438 112.9 3.0 10.0 4.0 0.005 10.0 4.0
0.1438 112.9 4.0 10.0 4.0 0.005 10.0 4.0
0.1438 112.9 5.0 10.0 4.0 0.005 10.0 4.0
0.1438 112.9 6.0 10.0 4.0 0.005 10.0 4.0
0.1438 112.9 12.0 10.0 4.0 0.005 10.0 4.0
0.1438 112.9 20.0 10.0 4.0 0.005 10.0 4.0
0.1438 112.9 70.0 10.0 4.0 0.005 10.0 4.0
0.1438 162.4 0.0 10.0 4.0 0.005 10.0 4.0
0.1438 162.4 1.0 10.0 4.0 0.005 10.0 4.0
0.1438 162.4 2.0 10.0 4.0 0.005 10.0 4.0
0.1438 162.4 3.0 10.0 4.0 0.005 10.0 4.0
0.1438 162.4 4.0 10.0 4.0 0.005 10.0 4.0
0.1438 162.4 5.0 10.0 4.0 0.005 10.0 4.0
0.1438 162.4 6.0 10.0 4.0 0.005 10.0 4.0
0.1438 162.4 12.0 10.0 4.0 0.005 10.0 4.0
0.1438 162.4 20.0 10.0 4.0 0.005 10.0 4.0
0.1438 162.4 70.0 10.0 4.0 0.005 10.0 4.0
0.1438 233.6 0.0 10.0 4.0 0.005 10.0 4.0
0.1438 233.6 1.0 10.0 4.0 0.005 10.0 4.0
0.1438 233.6 2.0 10.0 4.0 0.005 10.0 4.0
0.1438 233.6 3.0 10.0 4.0 0.005 10.0 4.0
0.1438 233.6 4.0 10.0 4.0 0.005 10.0 4.0
0.1438 233.6 5.0 10.0 4.0 0.005 10.0 4.0
0.1438 233.6 6.0 10.0 4.0 0.005 10.0 4.0
0.1438 233.6 12.0 10.0 4.0 0.005 10.0 4.0
0.1438 233.6 20.0 10.0 4.0 0.005 10.0 4.0
0.1438 233.6 70.0 10.0 4.0 0.005 10.0 4.0
0.1438 336.0 0.0 10.0 4.0 0.005 10.0 4.0
0.1438 336.0 1.0 10.0 4.0 0.005 10.0 4.0
0.1438 336.0 2.0 10.0 4.0 0.005 10.0 4.0
0.1438 336.0 3.0 10.0 4.0 0.005 10.0 4.0
0.1438 336.0 4.0 10.0 4.0 0.005 10.0 4.0
0.1438 336.0 5.0 10.0 4.0 0.005 10.0 4.0
0.1438 336.0 6.0 10.0 4.0 0.005 10.0 4.0
0.1438 336.0 12.0 10.0 4.0 0.005 10.0 4.0
